objectid,filename,title,creator,editor,publisher,date,subject,description,source,identifier,format,language,rights,rightsstatement
W.2005.1.170,https://weltylab.org/collection/W2005_1_170.jpg,The Shelbourne Hotel,Elizabeth Bowen, ,,1951,Fiction,"""Eudora Welty/ 1119 Pinehurst/ Jackson Miss. 39202"" Note: ",Mississippi Department of Archives and History,W2005.1.170,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.171,https://weltylab.org/collection/W2005_1_171.jpg,The House in Paris,Elizabeth Bowen, ,,1949,Fiction," Note: There is a ""The Holliday Bookshop"" sticker inside rear cover; ""CEX/XC"" is written in pencil on book jacket.",Mississippi Department of Archives and History,W2005.1.171,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.172,https://weltylab.org/collection/W2005_1_172.jpg,The Collected Tales of E.M. Forster,E.M. Forster, ,,1947,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.172,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.173,https://weltylab.org/collection/W2005_1_173.jpg,Abinger Harvest,E.M. Forster, ,,1936,Anthology," ""For Eudora, with love/ from Frank/ Christmas 1947"" Note: ",Mississippi Department of Archives and History,W2005.1.173,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.174,https://weltylab.org/collection/W2005_1_174.jpg,Seven Winters and After-Thoughts,Elizabeth Bowen, ,,1962,Non-fiction, Note: ,Mississippi Department of Archives and History,W2005.1.174,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.175,https://weltylab.org/collection/W2005_1_175.jpg,Crime and Punishment,Fyodor Dostoyevsky, ,,1932,Fiction," Note: ""First Modern library edition.""",Mississippi Department of Archives and History,W2005.1.175,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.176,https://weltylab.org/collection/W2005_1_176.jpg,A Passage to India,E.M. Forster, ,,1924,Fiction,"""Robert Daniel's copy/ given to me by Ronald Sharp, 1989."" Note: There are many markings of sentences and paragraphs throughout and some handwritten commentary throughout.",Mississippi Department of Archives and History,W2005.1.176,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.177,https://weltylab.org/collection/W2005_1_177.jpg,Howards End,E.M. Forster, ,,[c1921] 1946.,Fiction,"""Eudora Welty"" Note: book jacket has completely torn in two",Mississippi Department of Archives and History,W2005.1.177,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.178,https://weltylab.org/collection/W2005_1_178.jpg,The Paris Review Summer of 1958, , ,,1958,Magazine, Note: ,Mississippi Department of Archives and History,W2005.1.178,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.179,https://weltylab.org/collection/W2005_1_179.jpg,Look at Those Roses,Elizabeth Bowen, ,,1949 [c1941],Fiction,"""Eudora Welty"" Note: ",Mississippi Department of Archives and History,W2005.1.179,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.180,https://weltylab.org/collection/W2005_1_180.jpg,Louder than Words, ,William Shore,,1989,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.180,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.181,https://weltylab.org/collection/W2005_1_181.jpg,Caught,Henry Green, ,,1978,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.181,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.182,https://weltylab.org/collection/W2005_1_182.jpg,Albergo Empedocle and Other Writings,E.M. Forster, ,,1971,Anthology,"""For Eudora - with love from Frank Christmas, 1971"" Note: ",Mississippi Department of Archives and History,W2005.1.182,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.183,https://weltylab.org/collection/W2005_1_183.jpg,Look at Those Roses,Elizabeth Bowen, ,,1951,Fiction,"""Eudora/ with love/ from/ Elizabeth /July 4th 1951"" Note: ",Mississippi Department of Archives and History,W2005.1.183,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.184,https://weltylab.org/collection/W2005_1_184.jpg,The Life to Come,E.M. Forster, ,,1972,Fiction," Note: Notations on pages 36, 113, and 93.",Mississippi Department of Archives and History,W2005.1.184,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.185,https://weltylab.org/collection/W2005_1_185.jpg,The Cat Jumps,Elizabeth Bowen, ,,1949,Fiction," Note: ""First published 1934, first published in the collected edition 1949""--Verso of t.p. ",Mississippi Department of Archives and History,W2005.1.185,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.186,https://weltylab.org/collection/W2005_1_186.jpg,Marianne Thornton: A Domestic Biography,E.M. Forster, ,,1956,Non-fiction,"Inscription on free front end paper and inside front book jacket flap: ""Eudora Welty"" (on first page) ""C27"" on book jacket.  Note: ",Mississippi Department of Archives and History,W2005.1.186,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.187,https://weltylab.org/collection/W2005_1_187.jpg,The Life to Come,E.M. Forster, ,,"[1973, c1972]",Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.187,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.188,https://weltylab.org/collection/W2005_1_188.jpg,Alice in Wonderland,Lewis Carroll, ,,1974,Fiction, Note: Dust jacket was placed so that it served as bookmark for pages 194-195.,Mississippi Department of Archives and History,W2005.1.188,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.189,https://weltylab.org/collection/W2005_1_189.jpg,Twenty-fifth Anniversary Edition O. Henry Memorial Award Prize Stories 1943, ,Herschel Brickell,,,Fiction," Note: One story inside titled ""Livvie is Back"" by Eudora Welty",Mississippi Department of Archives and History,W2005.1.189,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.190,https://weltylab.org/collection/W2005_1_190.jpg,To the North,Elizabeth Bowen, ,,1950,Fiction," Note: ""1 75/xx"" is on interior jacket flap.  There is a sticker from ""The Holiday Bookshop"" on second to last page.",Mississippi Department of Archives and History,W2005.1.190,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.191,https://weltylab.org/collection/W2005_1_191.jpg,Mrs.Dalloway,Virginia Woolf, ,,1925,Fiction,"Inscribed on front end paper: ""Eudora Welty""; inscribed on front free end paper: ""Emily White Stevens/ 702 North Street/ Jackson, Miss./ U. Wisconsin/Summer 1928"" Note:  Page 3 has notes in the margin. Notations and marks throughout. Appears to be in the hand of Emily Steven.  Back end paper has ""215"" in pencil and ""117-264"" in pen. ",Mississippi Department of Archives and History,W2005.1.191,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.192,https://weltylab.org/collection/W2005_1_192.jpg,Early Stories (Encounters and Ann Lee's),Elizabeth Bowen, ,,1951 [c1950],Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.192,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.193,https://weltylab.org/collection/W2005_1_193.jpg,A Time in Rome,Elizabeth Bowen, ,,1960 [c1959],Non-fiction, Note: ,Mississippi Department of Archives and History,W2005.1.193,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.194,https://weltylab.org/collection/W2005_1_194.jpg,The Voyage Out,Virginia Woolf, ,,1920,Fiction," Note: ""98"" is written on first page in top right corner",Mississippi Department of Archives and History,W2005.1.194,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.195,https://weltylab.org/collection/W2005_1_195.jpg,Anthony Trollope: A New Judgement,Elizabeth Bowen, ,,1946,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.195,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.196,https://weltylab.org/collection/W2005_1_196.jpg,Poems of William Blake,William Blake,William Butler Yeats,,192-,Poetry," Note: Inscription on page XLI: William Blake
Underlining done on various pages throughout.",Mississippi Department of Archives and History,W2005.1.196,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.197,https://weltylab.org/collection/W2005_1_197.jpg,Eva Trout or Changing Scenes,Elizabeth Bowen, ,,1968,Fiction,"""Eudora Welty"" Note: ",Mississippi Department of Archives and History,W2005.1.197,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.198,https://weltylab.org/collection/W2005_1_198.jpg,The Little Girls,Elizabeth Bowen, ,,1964 [c1963],Fiction,"""Eudora, with much love from Elizabeth  Oct. 1962"" Note: ",Mississippi Department of Archives and History,W2005.1.198,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.199,https://weltylab.org/collection/W2005_1_199.jpg,Friends and Relations,Elizabeth Bowen, ,,1951,Fiction,"""Eudora with/ love/ from/ Elizabeth/ July 4th 1957"" Note: ",Mississippi Department of Archives and History,W2005.1.199,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.200,https://weltylab.org/collection/W2005_1_200.jpg,A Time in Rome,Elizabeth Bowen, ,,1960,Non-fiction," Stamped ""J.B. Singer"" on front free end paper. Note: ",Mississippi Department of Archives and History,W2005.1.200,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.201,https://weltylab.org/collection/W2005_1_201.jpg,English Novelists,Elizabeth Bowen, ,,1947,Non-fiction, Note: ,Mississippi Department of Archives and History,W2005.1.201,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.202,https://weltylab.org/collection/W2005_1_202.jpg,The Demon Lover and Other Stories,Elizabeth Bowen, ,,1945,Fiction,"""Eudora Welty"" Note: Rear inside cover has a sticker from the Holliday Bookshop.",Mississippi Department of Archives and History,W2005.1.202,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.203,https://weltylab.org/collection/W2005_1_203.jpg,Joining Charles and Other Stories,Elizabeth Bowen, ,,1929,Fiction,"""Eudora Welty"" Note: On inside of back cover is a sticker for The Holliday Bookshop.",Mississippi Department of Archives and History,W2005.1.203,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.204,https://weltylab.org/collection/W2005_1_204.jpg,The Hotel,Elizabeth Bowen, ,,1950,Fiction,"""Eudora Welty"" Note: ",Mississippi Department of Archives and History,W2005.1.204,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.205,https://weltylab.org/collection/W2005_1_205.jpg,The Heat of the Day,Elizabeth Bowen, ,,1949 [c1948],Fiction, Note: Book jacket has ripped at the spine and is in two pieces.,Mississippi Department of Archives and History,W2005.1.205,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.206,https://weltylab.org/collection/W2005_1_206.jpg,The Widow and the Parrot,Virginia Woolf, ,,"[1988], c1982.",Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.206,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.207,https://weltylab.org/collection/W2005_1_207.jpg,The Oxford Book of Short Stories, ,V.S. Pritchett (selected) Pritchett,,1981,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.207,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.208,https://weltylab.org/collection/W2005_1_208.jpg,The Pursuit of Love and Love in a Cold Climate,Nancy Mitford, ,,1979,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.208,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.209,https://weltylab.org/collection/W2005_1_209.jpg,Best Stories from New Writing, ,John Lehman (selected) Lehman,,1951,Fiction,"""Eudora Welty"" Note: ",Mississippi Department of Archives and History,W2005.1.209,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.210,https://weltylab.org/collection/W2005_1_210.jpg,The Look of Distance,Walter J. Slatoff, ,,1985,Non-fiction,"""For Eudora Welty: 12/7/85/ With admiration and gratitude for these wonderful words you'll find on pages 229, 263-64, and 279.  The book would be much poorer without them./ Walter/ Slatoff"" Note: ",Mississippi Department of Archives and History,W2005.1.210,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.211,https://weltylab.org/collection/W2005_1_211.jpg,The Old Men at the Zoo,Angus Wilson, ,,1961,Fiction,"""For Eudora with best wishes in 1982 from Angus Wilson"" Note: ",Mississippi Department of Archives and History,W2005.1.211,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.212,https://weltylab.org/collection/W2005_1_212.jpg,The Moment and Other Essays,Virginia Woolf, ,,1948,Non-fiction,"""Note on last page of book in pencil: Sanity & absurdity/ Find as it is he has not done all it is possible for him to do.  Maybe we always ask your best ones to much./ Perhaps in each be feat & will be misfit, that he had exhausted the possibilities in the novel of that?/ Are there other kids still in his mind? We shall see."" Note: ",Mississippi Department of Archives and History,W2005.1.212,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.213,https://weltylab.org/collection/W2005_1_213.jpg,Don't Tell Alfred,Nancy Mitford, ,,1960,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.213,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.214,https://weltylab.org/collection/W2005_1_214.jpg,A Voice Through a Cloud,Denton Welch, ,,1950,Fiction," Note: Sticker on inside of back cover of book ""The Holliday Bookshop, 49E 49th St. New York"".",Mississippi Department of Archives and History,W2005.1.214,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.215,https://weltylab.org/collection/W2005_1_215.jpg,Nothing Like Leather,V.S. Pritchett, ,,1935,Fiction,"Inside cover has ""of 300"" in pencil.  Back inside cover has undecipherable word in pencil. Note: ",Mississippi Department of Archives and History,W2005.1.215,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.216,https://weltylab.org/collection/W2005_1_216.jpg,It May Never Happen and Other Stories,V.S. Pritchett, ,,1947,Fiction," Note: Last page has sticker "" Laurence R. Maxwell/ 45 Christopher St/ N.Y.C. 14/ Theatre-Dance-Film""",Mississippi Department of Archives and History,W2005.1.216,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.217,https://weltylab.org/collection/W2005_1_217.jpg,Mr. Beluncle,V.S. Pritchett, ,,1951,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.217,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.218,https://weltylab.org/collection/W2005_1_218.jpg,The Good Soldier: A Tale of Passion,Ford Madox Ford, ,,1951,Fiction,Rear inner flap of book jacket is inscribed with list of page numbers and notes. Note: Black hardback missing its cover.  All pages are kept within book jacket.,Mississippi Department of Archives and History,W2005.1.218,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.219,https://weltylab.org/collection/W2005_1_219.jpg,Back,Henry Green, ,,1960,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.219,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.220,https://weltylab.org/collection/W2005_1_220.jpg,The Essays of Virginia Woolf: Volume I,Virginia Woolf,Andrew McNellie,,c1986-<c1988   >,Non-fiction,"""Happy new year to Eudora/ Love, John"" Note: ",Mississippi Department of Archives and History,W2005.1.220,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.221,https://weltylab.org/collection/W2005_1_221.jpg,Fireman Flower,William Sansom, ,,1944,Fiction," Note: Purchase,  Oct. 23, 1992",Mississippi Department of Archives and History,W2005.1.221,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.222,https://weltylab.org/collection/W2005_1_222.jpg,The Death of the Moth,Virginia Woolf, ,,1942,Anthology," Note: ""Editorial note"" signed: Leonard Woolf.",Mississippi Department of Archives and History,W2005.1.222,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.223,https://weltylab.org/collection/W2005_1_223.jpg,Hours in a Library,Virginia Woolf, ,,1957,Non-fiction," Note: Privately Printed for friend as of the publishers as a ""New Year Greeting"".",Mississippi Department of Archives and History,W2005.1.223,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.224,https://weltylab.org/collection/W2005_1_224.jpg,Night and Day,Virginia Woolf, ,,"[1973, c1920]",Fiction," Note: Top has ""A HARVEST  BOOK - HB263"" and ""$3.95"".  ",Mississippi Department of Archives and History,W2005.1.224,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.225,https://weltylab.org/collection/W2005_1_225.jpg,Brave and Cruel,Denton Welch, ,,1948,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.225,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.226,https://weltylab.org/collection/W2005_1_226.jpg,Granite and Rainbow,Virginia Woolf, ,,1958,Non-fiction,"""Eudora Welty"" in ink Note: ",Mississippi Department of Archives and History,W2005.1.226,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.227,https://weltylab.org/collection/W2005_1_227.jpg,Moments of Being,Virginia Woolf, ,,1976,Non-fiction,"""For Eudora, with lots of love from Frank April 13, 1977"" Note: ",Mississippi Department of Archives and History,W2005.1.227,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.228,https://weltylab.org/collection/W2005_1_228.jpg,Orlando: A Biography,Virginia Woolf, ,,1928,Non-fiction,"""Eudora Welty/ 1933"" Note: Underlining and marginalia throughout book.",Mississippi Department of Archives and History,W2005.1.228,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.229,https://weltylab.org/collection/W2005_1_229.jpg,The Common Reader,Virginia Woolf, ,,1953,Non-fiction," Note: Written in green along base of front cover are ""HB 10,"" ""Harvest Books,"" and ""$1.15."" ",Mississippi Department of Archives and History,W2005.1.229,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.230,https://weltylab.org/collection/W2005_1_230.jpg,A Virtuous Woman,Kaye Gibbons, ,,1989,Fiction,"Between pages 36 & 37 there was a card from Algonquin Press of Chapel Hill.  10/16/89/  Miss Welty, / Kaye asked me to send you this. / Sincerely Dudley Jahnke Note: ",Mississippi Department of Archives and History,W2005.1.230,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.231,https://weltylab.org/collection/W2005_1_231.jpg,The Little Virtues,Natalia Ginzburg, ,,"1986, c1985.",Non-fiction,For Eudora Welty/ In appreciative recall of a few days in Jackson and of years spent reading everywhere else.  Jeff Paine  Birthday 4/13/88 Note: ,Mississippi Department of Archives and History,W2005.1.231,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.232,https://weltylab.org/collection/W2005_1_232.jpg,Back Before Day,Reynolds Price, ,,1989,,"Inscription on title page: For Eudora Grand Memories & the best love from Reynolds Price  Christmas 89.

Inscription on back special copy page: Reynolds Price
 Note: 1 of 500 books of which 100 are signed by the author",Mississippi Department of Archives and History,W2005.1.232,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.233,https://weltylab.org/collection/W2005_1_233.jpg,Emma,Jane Austen, ,,1966,Fiction,"Inscription:  ""Eudora Welty"" on first page. Note: ",Mississippi Department of Archives and History,W2005.1.233,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.234,https://weltylab.org/collection/W2005_1_234.jpg,"So Long, See you Tomorrow",William Maxwell, ,,1980,Fiction,Inscription on free front end paper: December 1979 Eudora from Bill devotedly Note: ,Mississippi Department of Archives and History,W2005.1.234,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.235,https://weltylab.org/collection/W2005_1_235.jpg,A Careless Widow,Pritchett V.S., ,,1989,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.235,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.236,https://weltylab.org/collection/W2005_1_236.jpg,A Green Place: Modern Poems,William Jay Smith, ,,1982,Poetry,"
Inscription on free front end paper: For Eudora/ with love/ Bill New York/ 9 May 1983 Note: ",Mississippi Department of Archives and History,W2005.1.236,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.237,https://weltylab.org/collection/W2005_1_237.jpg,The Waves,Virginia Woolf, ,,1931,Fiction,"Inscription on free front end paper: Eudora Welty/ 1931
Inscription on free back end paper: Eudora Welty/ Jackson Miss/ 1931
 Note: ",Mississippi Department of Archives and History,W2005.1.237,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.238,https://weltylab.org/collection/W2005_1_238.jpg,To The Lighthouse,Virginia Woolf, ,,1930,Fiction,"Inscribed on front free end paper: ""Eudora Welty/1930""; inscribed on title page: ""Eudora Welty/ 1930 - N.Y.C.""; list of handwritten notes inscribed on last fly page in rear; inscribed on rear free end paper: ""38-41."" Note: First American edition--fourth impression, issued June 1930",Mississippi Department of Archives and History,W2005.1.238,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.239,https://weltylab.org/collection/W2005_1_239.jpg,A Haunted House,Virginia Woolf, ,,1944,Fiction,"Inscription on free front end paper: Eudora Welty Note: Below inscription is small gray piece of paper adhered to free front end paper: ADVANCE COPY/ From Harcourt, Brace and Company/ Please note the release date for review and price /April 13, 1944   Price $200",Mississippi Department of Archives and History,W2005.1.239,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.240,https://weltylab.org/collection/W2005_1_240.jpg,The Voyage Out,Virginia Woolf, ,,1957,Fiction,"
Book is inscribed on front free endpaper: ""Eudora Welty."" Note: ",Mississippi Department of Archives and History,W2005.1.240,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.241,https://weltylab.org/collection/W2005_1_241.jpg,"Stories by Jean Stafford, John Cheever, Daniel Fuchs, William Maxwell", Stafford et al.,"Published by Farrar, Straus, Cudahy, Inc.  ",,1956,Fiction,"Inscription on free front end paper: For Eudora with Love R.
 Note: Pg. 28-29: blank paper with 4 suits symbols",Mississippi Department of Archives and History,W2005.1.241,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.242,https://weltylab.org/collection/W2005_1_242.jpg,The Eater of Darkness,Robert M. Coates, ,,1929,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.242,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.243,https://weltylab.org/collection/W2005_1_243.jpg,Between the Acts,Virginia Woolf, ,,1941,Fiction," Note: ""The MS. of this book has been completed, but had not been finally revised for the printer, at the time of Virginia Woolf's death.""--Note, signed Leonard Woolf.",Mississippi Department of Archives and History,W2005.1.243,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.244,https://weltylab.org/collection/W2005_1_244.jpg,The Last Tycoon,F. Scott Fitzgerald, ,,1970,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.244,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.245,https://weltylab.org/collection/W2005_1_245.jpg,The Mountain Lion,Jean Stafford, ,,"1983, c1972.",Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.245,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.246,https://weltylab.org/collection/W2005_1_246.jpg,Knight's Gambit,William Faulkner, ,,1950,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.246,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.247,https://weltylab.org/collection/W2005_1_247.jpg,My Antonia,Willa Cather, ,,"1954, c1918.",Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.247,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.248,https://weltylab.org/collection/W2005_1_248.jpg,Elephi: The Cat with the High IQ,Jean Stafford, ,,1962,Fiction,"Inscription on free front end paper: (in strike through) To Miss Phoebe/ with purring love/ from Miss Great Aunt Jean/and/(drawing of cat)/ Elphi, his mark. 
I do not love Miss Phoebe any/more hereby hangs a rotten little/ tale - but I love Miss Eudora./ Miss Jean Note: ",Mississippi Department of Archives and History,W2005.1.248,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.249,https://weltylab.org/collection/W2005_1_249.jpg,Six Tales of Jazz Age,F. Scott Fitzgerald, ,,1960,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.249,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.250,https://weltylab.org/collection/W2005_1_250.jpg,Laughing Time,William Jay Smith, ,,1980,Poetry,"Inscription on title page: For Eudora,/ who read the first/ of these in manuscript/ long ago - and approved - / with love,/ Bill Note: ",Mississippi Department of Archives and History,W2005.1.250,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.251,https://weltylab.org/collection/W2005_1_251.jpg,Tatlin!,Guy Davenport, ,,1974,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.251,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.252,https://weltylab.org/collection/W2005_1_252.jpg,As if by Magic,Angus Wilson, ,,1973,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.252,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.253,https://weltylab.org/collection/W2005_1_253.jpg,Laughing Time,William Jay Smith, ,,1955,Poetry, Note: ,Mississippi Department of Archives and History,W2005.1.253,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.254,https://weltylab.org/collection/W2005_1_254.jpg,The Stories of John Cheever,John Cheever, ,,1978,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.254,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.255,https://weltylab.org/collection/W2005_1_255.jpg,On the Edge of the Cliff,V.S. Pritchett, ,,1979,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.255,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.256,https://weltylab.org/collection/W2005_1_256.jpg,The Tree House Confessions,James McConky, ,,1979,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.256,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
